,date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
13200,2018-02-01 00:00:00,13.79800034,4.085999966,9.131999969,2.273999929,4.386000156,0.975000024,2.884000063
13201,2018-02-01 01:00:00,13.93200016,5.090000153,9.807999611,2.203000069,4.324999809,1.827999949,3.51699996
13202,2018-02-01 02:00:00,16.34300041,6.362999916,11.54899979,3.375999928,4.295000076,1.85800004,3.799000025
13203,2018-02-01 03:00:00,16.47699928,6.631000042,11.65499973,3.127000093,4.172999859,1.797000051,3.868999958
13204,2018-02-01 04:00:00,13.86499977,5.090000153,9.87899971,2.061000109,4.386000156,1.827999949,3.868999958
13205,2018-02-01 05:00:00,13.86499977,4.822999954,9.31000042,1.91900003,4.751999855,1.949000001,3.868999958
13206,2018-02-01 06:00:00,14.46800041,4.68900013,9.168000221,1.70599997,4.842999935,1.827999949,4.643000126
13207,2018-02-01 07:00:00,15.80700016,5.223999977,10.09200001,1.91900003,5.664999962,1.980000019,4.854000092
13208,2018-02-01 08:00:00,12.32400036,3.549999952,9.204000473,2.273999929,3.229000092,1.004999995,4.712999821
13209,2018-02-01 09:00:00,9.243000031,2.880000114,6.361000061,1.101999998,3.046000004,1.036000013,4.854000092
13210,2018-02-01 10:00:00,9.376999855,2.545000076,5.614999771,1.421000004,3.471999884,1.187999964,5.065000057
13211,2018-02-01 11:00:00,8.706999779,3.148000002,5.117000103,1.527999997,3.441999912,0.975000024,5.697999954
13212,2018-02-01 12:00:00,5.290999889,1.406999946,2.096999884,0.425999999,2.740999937,0.760999978,5.979000092
13213,2018-02-01 13:00:00,7.971000195,2.075999975,4.974999905,1.491999984,2.984999895,1.004999995,5.486999989
13214,2018-02-01 14:00:00,7.568999767,2.009000063,4.051000118,1.457000017,2.710999966,0.822000027,5.90899992
13215,2018-02-01 15:00:00,8.305999756,2.075999975,5.329999924,0.888000011,2.862999916,0.822000027,6.894000053
13216,2018-02-01 16:00:00,9.51099968,2.344000101,6.289999962,1.207999945,3.137000084,0.852999985,6.190999985
13217,2018-02-01 17:00:00,10.85099983,1.674000025,7.143000126,0.888000011,3.806999922,0.822000027,6.612999916
13218,2018-02-01 18:00:00,10.31499958,1.807999969,6.822999954,0.675000012,3.471999884,0.609000027,5.065000057
13219,2018-02-01 19:00:00,10.24800014,1.807999969,6.857999802,0.816999972,3.319999933,0.518000007,4.43200016
13220,2018-02-01 20:00:00,9.645000458,1.875,6.502999783,0.816999972,3.075999975,0.578999996,4.150000095
13221,2018-02-01 21:00:00,9.711999893,2.611999989,7.639999866,1.953999996,2.497999907,0.486999989,3.868999958
13222,2018-02-01 22:00:00,10.18099976,3.013999939,7.888999939,1.279000044,2.223999977,0.456999987,4.361999989
13223,2018-02-01 23:00:00,10.24800014,2.947000027,7.994999886,2.096999884,2.223999977,0.518000007,3.51699996
13224,2018-03-01 00:00:00,12.12300014,2.947000027,10.19900036,2.381000042,1.980000019,0.456999987,3.447000027
13225,2018-03-01 01:00:00,12.12300014,3.951999903,10.19900036,2.239000082,1.827999949,0.456999987,2.673000097
13226,2018-03-01 02:00:00,10.98499966,3.214999914,8.954999924,2.061000109,1.70599997,0.456999987,1.828999996
13227,2018-03-01 03:00:00,11.11900043,3.818000078,9.559000015,3.447000027,1.827999949,0.425999999,2.180999994
13228,2018-03-01 04:00:00,11.05200005,2.880000114,9.274999619,1.812000036,1.674999952,0.518000007,0.703000009
13229,2018-03-01 05:00:00,11.38700008,3.013999939,9.380999565,1.741000056,1.980000019,0.518000007,1.828999996
13230,2018-03-01 06:00:00,11.31999969,3.013999939,8.847999573,1.421000004,2.375999928,0.547999978,2.180999994
13231,2018-03-01 07:00:00,11.92199993,2.812999964,8.706000328,1.279000044,2.894000053,0.578999996,1.899000049
13232,2018-03-01 08:00:00,14.19999981,4.019000053,10.625,2.061000109,3.686000109,0.852999985,0.843999982
13233,2018-03-01 09:00:00,10.71700001,1.875,7.249000072,0.995000005,3.441999912,0.852999985,0.0
13234,2018-03-01 10:00:00,11.05200005,2.545000076,7.0,1.065999985,3.563999891,0.975000024,1.618000031
13235,2018-03-01 11:00:00,10.44900036,3.148000002,7.106999874,1.883000016,3.806999922,0.731000006,0.0
13236,2018-03-01 12:00:00,7.769999981,1.340000033,4.406000137,0.284000009,3.046000004,0.700999975,0.0
13237,2018-03-01 13:00:00,9.31000042,2.142999887,6.644999981,1.065999985,3.137000084,0.822000027,-0.633000016
13238,2018-03-01 14:00:00,10.18099976,2.477999926,6.644999981,1.350000024,3.015000105,0.883000016,0.0
13239,2018-03-01 15:00:00,9.979999542,2.344000101,6.538000107,1.101999998,3.167999983,0.731000006,-1.266000032
13240,2018-03-01 16:00:00,11.25300026,2.210000038,7.710999966,1.243999958,3.594000101,0.700999975,-1.19599998
13241,2018-03-01 17:00:00,12.39099979,2.075999975,8.244000435,0.995000005,4.111999989,0.639999986,-1.899000049
13242,2018-03-01 18:00:00,11.65499973,1.674000025,7.782000065,0.569000006,3.868000031,0.609000027,-2.039999962
13243,2018-03-01 19:00:00,10.98499966,1.60800004,7.427000046,0.532999992,3.625,0.822000027,-2.109999895
13244,2018-03-01 20:00:00,9.845999718,1.473999977,6.538000107,0.425999999,3.349999905,0.609000027,-2.250999928
13245,2018-03-01 21:00:00,10.91800022,2.812999964,7.853000164,1.669999957,2.984999895,0.578999996,-2.250999928
13246,2018-03-01 22:00:00,10.11400032,2.27699995,7.498000145,0.995000005,2.588999987,0.639999986,-2.321000099
13247,2018-03-01 23:00:00,12.85999966,2.947000027,10.02099991,2.415999889,2.588999987,0.639999986,-2.39199996
13248,2018-04-01 00:00:00,11.31999969,2.545000076,8.670999527,1.315000057,2.345000029,0.639999986,-2.039999962
13249,2018-04-01 01:00:00,11.45400047,3.148000002,9.345999718,1.63499999,2.253999949,0.547999978,-2.673000097
13250,2018-04-01 02:00:00,12.32400036,3.617000103,10.05599976,2.772000074,2.28399992,0.609000027,-2.743999958
13251,2018-04-01 03:00:00,11.92199993,3.549999952,10.30500031,2.664999962,2.101999998,0.518000007,-2.532000065
13252,2018-04-01 04:00:00,12.52499962,3.415999889,10.3760004,2.914000034,2.253999949,0.518000007,-2.673000097
13253,2018-04-01 05:00:00,11.11900043,2.880000114,8.847999573,1.84800005,2.345000029,0.518000007,-2.461999893
13254,2018-04-01 06:00:00,11.85499954,2.27699995,9.451999664,1.421000004,2.559000015,0.486999989,-2.602999926
