,date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
4440,2017-02-01 00:00:00,7.636000156,-0.40200001,5.507999897,-1.598999977,1.523000002,0.486999989,14.42099953
4441,2017-02-01 01:00:00,7.636000156,-0.40200001,5.578999996,-1.812000036,1.735999942,0.639999986,14.77299976
4442,2017-02-01 02:00:00,7.434999943,-0.134000003,5.68599987,-1.421000004,1.552999973,0.609000027,14.84300041
4443,2017-02-01 03:00:00,7.703000069,0.0,5.68599987,-1.457000017,1.462000012,0.578999996,13.57699966
4444,2017-02-01 04:00:00,7.368000031,0.067000002,5.899000168,-1.598999977,1.674999952,1.004999995,12.8739996
4445,2017-02-01 05:00:00,8.505999565,-0.201000005,6.610000134,-0.888000011,1.613999963,0.700999975,13.22500038
4446,2017-02-01 06:00:00,6.899000168,-1.340000033,5.010000229,-2.594000101,2.040999889,0.670000017,12.80300045
4447,2017-02-01 07:00:00,9.845999718,0.0,6.538000107,-2.061000109,2.650000095,0.760999978,13.43599987
4448,2017-02-01 08:00:00,10.31499958,0.0,6.822999954,-1.669999957,3.411000013,1.126999974,10.62199974
4449,2017-02-01 09:00:00,9.31000042,0.335000008,6.467000008,-1.386000037,3.107000113,1.126999974,9.708000183
4450,2017-02-01 10:00:00,8.505999565,0.201000005,5.295000076,-1.669999957,2.680000067,0.944000006,10.69299984
4451,2017-02-01 11:00:00,8.975000381,0.335000008,6.147999763,-1.101999998,3.289999962,0.852999985,9.637999535
4452,2017-02-01 12:00:00,5.69299984,-0.602999985,3.127000093,-1.91900003,2.437000036,0.760999978,11.5369997
4453,2017-02-01 13:00:00,6.764999866,0.0,4.406000137,-0.958999991,2.345000029,0.760999978,13.9989996
4454,2017-02-01 14:00:00,5.625999928,0.0,3.552999973,-1.598999977,2.28399992,1.097000003,13.08500004
4455,2017-02-01 15:00:00,6.831999779,0.0,4.513000011,-1.669999957,2.071000099,0.913999975,13.36600018
4456,2017-02-01 16:00:00,7.301000118,-0.736999989,5.543000221,-1.598999977,2.193000078,0.852999985,13.78800011
4457,2017-02-01 17:00:00,9.645000458,-0.80400002,6.467000008,-2.345000029,3.167999983,0.852999985,13.78800011
4458,2017-02-01 18:00:00,9.51099968,-0.80400002,6.254000187,-2.061000109,3.229000092,0.760999978,13.43599987
4459,2017-02-01 19:00:00,9.175999641,-1.072000027,6.183000088,-2.131999969,2.954999924,0.609000027,13.01399994
4460,2017-02-01 20:00:00,8.572999954,-1.139000058,5.899000168,-2.309999943,2.740999937,0.609000027,13.8579998
4461,2017-02-01 21:00:00,8.171999931,-1.60800004,5.329999924,-3.375999928,2.345000029,0.609000027,13.29599953
4462,2017-02-01 22:00:00,10.51599979,0.067000002,8.137999535,-0.497000009,1.797000051,0.518000007,13.29599953
4463,2017-02-01 23:00:00,10.98499966,0.602999985,9.06099987,-0.603999972,1.797000051,0.639999986,13.29599953
4464,2017-03-01 00:00:00,10.91800022,1.139000058,8.812999725,0.0,1.674999952,0.578999996,13.36600018
4465,2017-03-01 01:00:00,11.92199993,1.340000033,9.949999809,0.391000003,1.644999981,0.578999996,12.38099957
